"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","09 Jan 2019","25","505.19","0.00","6681.186","0.000"
"USEP","09 Jan 2019","26","521.53","0.00","6689.963","0.000"
"USEP","09 Jan 2019","27","556.94","0.00","6739.578","0.000"
"USEP","09 Jan 2019","28","587.52","0.00","6779.806","0.000"
"USEP","09 Jan 2019","29","427.25","0.00","6782.629","0.000"
"USEP","09 Jan 2019","30","267.28","0.00","6760.780","0.000"
"USEP","09 Jan 2019","31","114.77","0.00","6751.506","0.000"
"USEP","09 Jan 2019","32","126.71","0.00","6787.365","0.000"
"USEP","09 Jan 2019","33","124.25","0.00","6779.473","0.000"
"USEP","09 Jan 2019","34","114.27","0.00","6737.963","0.000"
"USEP","09 Jan 2019","35","111.06","0.00","6684.546","0.000"
"USEP","09 Jan 2019","36","106.47","0.00","6584.206","0.000"
"USEP","09 Jan 2019","37","103.57","0.00","6496.928","0.000"
"USEP","09 Jan 2019","38","103.78","0.00","6508.036","0.000"
"USEP","09 Jan 2019","39","103.69","0.00","6499.448","0.000"
"USEP","09 Jan 2019","40","107.53","0.00","6464.698","0.000"
"USEP","09 Jan 2019","41","104.72","0.00","6400.386","0.000"
"USEP","09 Jan 2019","42","120.65","0.00","6358.538","0.000"
"USEP","09 Jan 2019","43","111.49","0.00","6296.413","0.000"
"USEP","09 Jan 2019","44","99.64","0.00","6159.425","0.000"
"USEP","09 Jan 2019","45","93.71","0.00","6022.065","0.000"
"USEP","09 Jan 2019","46","97.50","0.00","5893.004","0.000"
"USEP","09 Jan 2019","47","91.29","0.00","5748.461","0.000"
"USEP","09 Jan 2019","48","90.16","0.00","5697.076","0.000"
"USEP","10 Jan 2019","1","111.30","0.00","5648.758","0.000"
"USEP","10 Jan 2019","2","102.55","0.00","5536.893","0.000"
"USEP","10 Jan 2019","3","94.22","0.00","5336.423","0.000"
"USEP","10 Jan 2019","4","90.79","0.00","5266.277","0.000"
"USEP","10 Jan 2019","5","88.98","0.00","5202.849","0.000"
"USEP","10 Jan 2019","6","88.87","0.00","5159.253","0.000"
"USEP","10 Jan 2019","7","87.41","0.00","5135.615","0.000"
"USEP","10 Jan 2019","8","86.11","0.00","5107.947","0.000"
"USEP","10 Jan 2019","9","86.10","0.00","5091.134","0.000"
"USEP","10 Jan 2019","10","86.10","0.00","5096.482","0.000"
"USEP","10 Jan 2019","11","86.72","0.00","5171.991","0.000"
"USEP","10 Jan 2019","12","89.01","0.00","5321.916","0.000"
"USEP","10 Jan 2019","13","93.54","0.00","5504.951","0.000"
"USEP","10 Jan 2019","14","95.05","0.00","5677.306","0.000"
"USEP","10 Jan 2019","15","93.61","0.00","5858.994","0.000"
"USEP","10 Jan 2019","16","98.89","0.00","6102.365","0.000"
"USEP","10 Jan 2019","17","107.00","0.00","6342.157","0.000"
"USEP","10 Jan 2019","18","112.89","0.00","6503.608","0.000"
"USEP","10 Jan 2019","19","116.07","0.00","6629.717","0.000"
"USEP","10 Jan 2019","20","120.54","0.00","6709.584","0.000"
"USEP","10 Jan 2019","21","130.29","0.00","6790.238","0.000"
"USEP","10 Jan 2019","22","180.94","0.00","6827.364","0.000"
"USEP","10 Jan 2019","23","173.10","0.00","6813.120","0.000"
"USEP","10 Jan 2019","24","130.28","0.00","6759.965","0.000"
"USEP","10 Jan 2019","25","120.52","0.00","6693.596","0.000"
"USEP","10 Jan 2019","26","124.25","0.00","6705.951","0.000"
"USEP","10 Jan 2019","27","128.72","0.00","6746.025","0.000"
"USEP","10 Jan 2019","28","130.29","0.00","6774.150","0.000"
"USEP","10 Jan 2019","29","130.29","0.00","6775.879","0.000"
"USEP","10 Jan 2019","30","130.17","0.00","6756.278","0.000"
"USEP","10 Jan 2019","31","113.05","0.00","6751.899","0.000"
"USEP","10 Jan 2019","32","116.08","0.00","6756.397","0.000"
"USEP","10 Jan 2019","33","113.06","0.00","6754.314","0.000"
"USEP","10 Jan 2019","34","120.35","0.00","6737.685","0.000"
"USEP","10 Jan 2019","35","106.53","0.00","6687.836","0.000"
"USEP","10 Jan 2019","36","102.84","0.00","6590.593","0.000"
"USEP","10 Jan 2019","37","97.25","0.00","6505.124","0.000"
"USEP","10 Jan 2019","38","99.63","0.00","6508.185","0.000"
"USEP","10 Jan 2019","39","100.51","0.00","6517.757","0.000"
"USEP","10 Jan 2019","40","102.75","0.00","6491.148","0.000"
"USEP","10 Jan 2019","41","99.62","0.00","6445.255","0.000"
"USEP","10 Jan 2019","42","109.85","0.00","6404.735","0.000"
"USEP","10 Jan 2019","43","106.96","0.00","6329.708","0.000"
"USEP","10 Jan 2019","44","96.04","0.00","6216.327","0.000"
"USEP","10 Jan 2019","45","93.75","0.00","6090.651","0.000"
"USEP","10 Jan 2019","46","95.83","0.00","5965.531","0.000"
"USEP","10 Jan 2019","47","89.89","0.00","5829.437","0.000"
"USEP","10 Jan 2019","48","76.80","0.00","5678.826","0.000"
"USEP","11 Jan 2019","1","93.98","0.00","5526.720","0.000"
"USEP","11 Jan 2019","2","91.98","0.00","5425.560","0.000"
"USEP","11 Jan 2019","3","90.93","0.00","5353.381","0.000"
"USEP","11 Jan 2019","4","87.92","0.00","5286.534","0.000"
"USEP","11 Jan 2019","5","86.76","0.00","5238.996","0.000"
"USEP","11 Jan 2019","6","85.75","0.00","5190.156","0.000"
"USEP","11 Jan 2019","7","77.81","0.00","5161.096","0.000"
"USEP","11 Jan 2019","8","83.91","0.00","5133.866","0.000"
"USEP","11 Jan 2019","9","83.68","0.00","5131.450","0.000"
"USEP","11 Jan 2019","10","85.86","0.00","5164.461","0.000"
"USEP","11 Jan 2019","11","85.97","0.00","5228.992","0.000"
"USEP","11 Jan 2019","12","89.50","0.00","5377.714","0.000"
"USEP","11 Jan 2019","13","90.97","0.00","5557.046","0.000"
"USEP","11 Jan 2019","14","93.36","0.00","5711.842","0.000"
"USEP","11 Jan 2019","15","91.05","0.00","5893.635","0.000"
"USEP","11 Jan 2019","16","94.69","0.00","6132.637","0.000"
"USEP","11 Jan 2019","17","103.80","0.00","6388.865","0.000"
"USEP","11 Jan 2019","18","106.92","0.00","6555.405","0.000"
"USEP","11 Jan 2019","19","106.73","0.00","6654.741","0.000"
"USEP","11 Jan 2019","20","106.24","0.00","6711.950","0.000"
"USEP","11 Jan 2019","21","113.49","0.00","6798.195","0.000"
"USEP","11 Jan 2019","22","113.49","0.00","6817.339","0.000"
"USEP","11 Jan 2019","23","113.50","0.00","6811.027","0.000"
"USEP","11 Jan 2019","24","112.16","0.00","6754.747","0.000"
"USEP","11 Jan 2019","25","106.32","0.00","6705.599","0.000"
"USEP","11 Jan 2019","26","106.31","0.00","6701.309","0.000"
"USEP","11 Jan 2019","27","113.04","0.00","6757.480","0.000"
"USEP","11 Jan 2019","28","113.48","0.00","6776.386","0.000"
"USEP","11 Jan 2019","29","113.06","0.00","6782.932","0.000"
"USEP","11 Jan 2019","30","113.05","0.00","6774.279","0.000"
"USEP","11 Jan 2019","31","113.05","0.00","6801.485","0.000"
"USEP","11 Jan 2019","32","113.49","0.00","6808.368","0.000"
"USEP","11 Jan 2019","33","113.05","0.00","6779.333","0.000"
"USEP","11 Jan 2019","34","106.31","0.00","6731.383","0.000"
"USEP","11 Jan 2019","35","105.75","0.00","6663.552","0.000"
"USEP","11 Jan 2019","36","98.83","0.00","6552.299","0.000"
"USEP","11 Jan 2019","37","94.73","0.00","6465.021","0.000"
"USEP","11 Jan 2019","38","94.73","0.00","6450.916","0.000"
"USEP","11 Jan 2019","39","94.77","0.00","6449.166","0.000"
"USEP","11 Jan 2019","40","94.70","0.00","6404.834","0.000"
"USEP","11 Jan 2019","41","94.70","0.00","6339.503","0.000"
"USEP","11 Jan 2019","42","97.61","0.00","6293.526","0.000"
"USEP","11 Jan 2019","43","112.88","0.00","6221.024","0.000"
"USEP","11 Jan 2019","44","107.18","0.00","6112.911","0.000"
"USEP","11 Jan 2019","45","99.56","0.00","5994.859","0.000"
"USEP","11 Jan 2019","46","94.64","0.00","5896.438","0.000"
"USEP","11 Jan 2019","47","90.86","0.00","5768.898","0.000"
"USEP","11 Jan 2019","48","84.82","0.00","5666.496","0.000"
"USEP","12 Jan 2019","1","94.60","0.00","5562.195","0.000"
"USEP","12 Jan 2019","2","95.55","0.00","5462.114","0.000"
"USEP","12 Jan 2019","3","95.56","0.00","5358.843","0.000"
"USEP","12 Jan 2019","4","94.45","0.00","5279.164","0.000"
"USEP","12 Jan 2019","5","90.86","0.00","5219.971","0.000"
"USEP","12 Jan 2019","6","88.30","0.00","5165.425","0.000"
"USEP","12 Jan 2019","7","88.27","0.00","5129.353","0.000"
"USEP","12 Jan 2019","8","88.27","0.00","5107.575","0.000"
"USEP","12 Jan 2019","9","86.46","0.00","5080.558","0.000"
"USEP","12 Jan 2019","10","87.38","0.00","5090.870","0.000"
"USEP","12 Jan 2019","11","86.30","0.00","5118.533","0.000"
"USEP","12 Jan 2019","12","86.30","0.00","5172.508","0.000"
"USEP","12 Jan 2019","13","81.15","0.00","5244.901","0.000"
"USEP","12 Jan 2019","14","86.52","0.00","5317.890","0.000"
"USEP","12 Jan 2019","15","80.71","0.00","5409.323","0.000"
"USEP","12 Jan 2019","16","88.39","0.00","5573.880","0.000"
"USEP","12 Jan 2019","17","94.61","0.00","5800.154","0.000"
"USEP","12 Jan 2019","18","98.06","0.00","5954.010","0.000"
"USEP","12 Jan 2019","19","99.56","0.00","6068.365","0.000"
"USEP","12 Jan 2019","20","106.82","0.00","6172.014","0.000"
"USEP","12 Jan 2019","21","109.86","0.00","6245.471","0.000"
"USEP","12 Jan 2019","22","111.42","0.00","6289.709","0.000"
"USEP","12 Jan 2019","23","111.42","0.00","6285.007","0.000"
"USEP","12 Jan 2019","24","107.83","0.00","6232.688","0.000"
"USEP","12 Jan 2019","25","106.32","0.00","6169.211","0.000"
"USEP","12 Jan 2019","26","103.66","0.00","6141.454","0.000"
"USEP","12 Jan 2019","27","101.12","0.00","6115.908","0.000"
"USEP","12 Jan 2019","28","100.99","0.00","6105.769","0.000"
"USEP","12 Jan 2019","29","100.99","0.00","6093.846","0.000"
"USEP","12 Jan 2019","30","97.52","0.00","6066.998","0.000"
"USEP","12 Jan 2019","31","112.40","0.00","6071.337","0.000"
"USEP","12 Jan 2019","32","112.40","0.00","6050.369","0.000"
"USEP","12 Jan 2019","33","404.34","0.00","6037.869","0.000"
"USEP","12 Jan 2019","34","261.70","0.00","6004.784","0.000"
"USEP","12 Jan 2019","35","246.88","0.00","5984.909","0.000"
"USEP","12 Jan 2019","36","139.26","0.00","5983.264","0.000"
"USEP","12 Jan 2019","37","123.03","0.00","5993.934","0.000"
"USEP","12 Jan 2019","38","111.37","0.00","6052.968","0.000"
"USEP","12 Jan 2019","39","113.90","0.00","6113.090","0.000"
"USEP","12 Jan 2019","40","112.88","0.00","6108.483","0.000"
"USEP","12 Jan 2019","41","112.77","0.00","6076.461","0.000"
"USEP","12 Jan 2019","42","112.78","0.00","6074.190","0.000"
"USEP","12 Jan 2019","43","112.79","0.00","6049.887","0.000"
"USEP","12 Jan 2019","44","112.78","0.00","5982.717","0.000"
"USEP","12 Jan 2019","45","109.19","0.00","5880.270","0.000"
"USEP","12 Jan 2019","46","109.68","0.00","5810.198","0.000"
"USEP","12 Jan 2019","47","107.62","0.00","5722.572","0.000"
"USEP","12 Jan 2019","48","107.63","0.00","5627.347","0.000"
"USEP","13 Jan 2019","1","92.91","0.00","5522.495","0.000"
"USEP","13 Jan 2019","2","93.49","0.00","5415.635","0.000"
"USEP","13 Jan 2019","3","92.84","0.00","5325.539","0.000"
"USEP","13 Jan 2019","4","89.76","0.00","5230.527","0.000"
"USEP","13 Jan 2019","5","88.74","0.00","5183.849","0.000"
"USEP","13 Jan 2019","6","88.74","0.00","5130.630","0.000"
"USEP","13 Jan 2019","7","88.72","0.00","5083.435","0.000"
"USEP","13 Jan 2019","8","88.72","0.00","5057.248","0.000"
"USEP","13 Jan 2019","9","88.71","0.00","5033.834","0.000"
"USEP","13 Jan 2019","10","88.71","0.00","5033.839","0.000"
"USEP","13 Jan 2019","11","88.71","0.00","5063.187","0.000"
"USEP","13 Jan 2019","12","88.71","0.00","5102.912","0.000"
"USEP","13 Jan 2019","13","88.73","0.00","5135.774","0.000"
"USEP","13 Jan 2019","14","88.75","0.00","5169.575","0.000"
"USEP","13 Jan 2019","15","86.74","0.00","5207.417","0.000"
"USEP","13 Jan 2019","16","87.77","0.00","5277.762","0.000"
"USEP","13 Jan 2019","17","90.88","0.00","5419.839","0.000"
"USEP","13 Jan 2019","18","94.48","0.00","5529.100","0.000"
"USEP","13 Jan 2019","19","98.65","0.00","5610.116","0.000"
"USEP","13 Jan 2019","20","102.52","0.00","5704.009","0.000"
"USEP","13 Jan 2019","21","102.55","0.00","5779.966","0.000"
"USEP","13 Jan 2019","22","93.56","0.00","5812.658","0.000"
"USEP","13 Jan 2019","23","94.57","0.00","5817.330","0.000"
"USEP","13 Jan 2019","24","90.96","0.00","5790.989","0.000"
"USEP","13 Jan 2019","25","90.86","0.00","5768.629","0.000"
"USEP","13 Jan 2019","26","90.95","0.00","5777.794","0.000"
"USEP","13 Jan 2019","27","104.51","0.00","5814.626","0.000"
"USEP","13 Jan 2019","28","104.28","0.00","5814.154","0.000"
"USEP","13 Jan 2019","29","106.49","0.00","5843.045","0.000"
"USEP","13 Jan 2019","30","106.38","0.00","5840.113","0.000"
"USEP","13 Jan 2019","31","106.50","0.00","5843.154","0.000"
"USEP","13 Jan 2019","32","106.38","0.00","5837.801","0.000"
"USEP","13 Jan 2019","33","106.37","0.00","5822.827","0.000"
"USEP","13 Jan 2019","34","97.35","0.00","5784.354","0.000"
"USEP","13 Jan 2019","35","97.35","0.00","5761.293","0.000"
"USEP","13 Jan 2019","36","97.35","0.00","5768.594","0.000"
"USEP","13 Jan 2019","37","99.41","0.00","5805.690","0.000"
"USEP","13 Jan 2019","38","104.50","0.00","5889.002","0.000"
"USEP","13 Jan 2019","39","109.76","0.00","5950.123","0.000"
"USEP","13 Jan 2019","40","110.91","0.00","5989.123","0.000"
"USEP","13 Jan 2019","41","121.29","0.00","6049.553","0.000"
"USEP","13 Jan 2019","42","129.34","0.00","6080.303","0.000"
"USEP","13 Jan 2019","43","129.33","0.00","6063.320","0.000"
"USEP","13 Jan 2019","44","110.98","0.00","5980.207","0.000"
"USEP","13 Jan 2019","45","103.52","0.00","5893.013","0.000"
"USEP","13 Jan 2019","46","90.84","0.00","5793.216","0.000"
"USEP","13 Jan 2019","47","93.49","0.00","5665.149","0.000"
"USEP","13 Jan 2019","48","90.81","0.00","5537.082","0.000"
"USEP","14 Jan 2019","1","87.76","0.00","5389.041","0.000"
"USEP","14 Jan 2019","2","87.75","0.00","5290.699","0.000"
"USEP","14 Jan 2019","3","85.64","0.00","5213.898","0.000"
"USEP","14 Jan 2019","4","80.60","0.00","5142.966","0.000"
"USEP","14 Jan 2019","5","80.59","0.00","5095.900","0.000"
"USEP","14 Jan 2019","6","80.57","0.00","5036.623","0.000"
"USEP","14 Jan 2019","7","79.53","0.00","5002.221","0.000"
"USEP","14 Jan 2019","8","79.88","0.00","5000.193","0.000"
"USEP","14 Jan 2019","9","79.52","0.00","4990.119","0.000"
"USEP","14 Jan 2019","10","80.54","0.00","5010.625","0.000"
"USEP","14 Jan 2019","11","80.58","0.00","5098.942","0.000"
"USEP","14 Jan 2019","12","80.72","0.00","5251.883","0.000"
"USEP","14 Jan 2019","13","87.07","0.00","5451.071","0.000"
"USEP","14 Jan 2019","14","87.82","0.00","5641.889","0.000"
"USEP","14 Jan 2019","15","87.81","0.00","5872.090","0.000"
"USEP","14 Jan 2019","16","88.84","0.00","6116.365","0.000"
"USEP","14 Jan 2019","17","93.54","0.00","6373.379","0.000"
"USEP","14 Jan 2019","18","93.45","0.00","6550.052","0.000"
"USEP","14 Jan 2019","19","96.32","0.00","6671.554","0.000"
"USEP","14 Jan 2019","20","96.81","0.00","6743.291","0.000"
"USEP","14 Jan 2019","21","99.48","0.00","6814.740","0.000"
"USEP","14 Jan 2019","22","102.64","0.00","6844.868","0.000"
"USEP","14 Jan 2019","23","105.13","0.00","6859.559","0.000"
"USEP","14 Jan 2019","24","99.48","0.00","6793.612","0.000"
"USEP","14 Jan 2019","25","99.47","0.00","6754.936","0.000"
"USEP","14 Jan 2019","26","99.31","0.00","6733.937","0.000"
"USEP","14 Jan 2019","27","102.55","0.00","6819.054","0.000"
"USEP","14 Jan 2019","28","103.66","0.00","6833.765","0.000"
"USEP","14 Jan 2019","29","102.24","0.00","6821.047","0.000"
"USEP","14 Jan 2019","30","102.50","0.00","6829.168","0.000"
"USEP","14 Jan 2019","31","272.70","0.00","6848.059","0.000"
"USEP","14 Jan 2019","32","274.02","0.00","6861.865","0.000"
"USEP","14 Jan 2019","33","271.42","0.00","6848.501","0.000"
"USEP","14 Jan 2019","34","170.73","0.00","6807.031","0.000"
"USEP","14 Jan 2019","35","124.07","0.00","6732.238","0.000"
"USEP","14 Jan 2019","36","109.83","0.00","6606.353","0.000"
"USEP","14 Jan 2019","37","107.78","0.00","6552.324","0.000"
"USEP","14 Jan 2019","38","107.79","0.00","6551.658","0.000"
"USEP","14 Jan 2019","39","109.83","0.00","6555.664","0.000"
"USEP","14 Jan 2019","40","108.51","0.00","6511.162","0.000"
"USEP","14 Jan 2019","41","107.82","0.00","6454.489","0.000"
"USEP","14 Jan 2019","42","112.84","0.00","6419.938","0.000"
"USEP","14 Jan 2019","43","112.77","0.00","6348.718","0.000"
"USEP","14 Jan 2019","44","107.83","0.00","6221.461","0.000"
"USEP","14 Jan 2019","45","107.82","0.00","6061.049","0.000"
"USEP","14 Jan 2019","46","99.50","0.00","5928.882","0.000"
"USEP","14 Jan 2019","47","94.60","0.00","5779.603","0.000"
"USEP","14 Jan 2019","48","82.22","0.00","5565.490","0.000"
"USEP","15 Jan 2019","1","93.15","0.00","5347.566","0.000"
"USEP","15 Jan 2019","2","90.78","0.00","5240.005","0.000"
"USEP","15 Jan 2019","3","90.77","0.00","5237.237","0.000"
"USEP","15 Jan 2019","4","90.23","0.00","5178.268","0.000"
"USEP","15 Jan 2019","5","92.23","0.00","5129.602","0.000"
"USEP","15 Jan 2019","6","89.30","0.00","5076.005","0.000"
"USEP","15 Jan 2019","7","89.31","0.00","5054.579","0.000"
"USEP","15 Jan 2019","8","88.28","0.00","5028.149","0.000"
"USEP","15 Jan 2019","9","88.29","0.00","5031.116","0.000"
"USEP","15 Jan 2019","10","89.31","0.00","5068.461","0.000"
"USEP","15 Jan 2019","11","90.87","0.00","5133.593","0.000"
"USEP","15 Jan 2019","12","92.74","0.00","5294.198","0.000"
"USEP","15 Jan 2019","13","94.34","0.00","5465.951","0.000"
"USEP","15 Jan 2019","14","98.71","0.00","5658.241","0.000"
"USEP","15 Jan 2019","15","98.39","0.00","5840.774","0.000"
"USEP","15 Jan 2019","16","102.64","0.00","6099.169","0.000"
"USEP","15 Jan 2019","17","107.52","0.00","6336.213","0.000"
"USEP","15 Jan 2019","18","106.31","0.00","6492.902","0.000"
"USEP","15 Jan 2019","19","109.83","0.00","6622.605","0.000"
"USEP","15 Jan 2019","20","112.32","0.00","6680.639","0.000"
"USEP","15 Jan 2019","21","124.08","0.00","6746.248","0.000"
"USEP","15 Jan 2019","22","124.07","0.00","6754.359","0.000"
"USEP","15 Jan 2019","23","113.36","0.00","6744.548","0.000"
"USEP","15 Jan 2019","24","106.56","0.00","6682.359","0.000"
"USEP","15 Jan 2019","25","107.80","0.00","6662.360","0.000"
"USEP","15 Jan 2019","26","106.43","0.00","6654.030","0.000"
"USEP","15 Jan 2019","27","107.82","0.00","6722.417","0.000"
"USEP","15 Jan 2019","28","106.45","0.00","6745.562","0.000"
"USEP","15 Jan 2019","29","106.42","0.00","6734.832","0.000"
"USEP","15 Jan 2019","30","106.45","0.00","6736.164","0.000"
"USEP","15 Jan 2019","31","106.46","0.00","6743.758","0.000"
"USEP","15 Jan 2019","32","106.45","0.00","6767.733","0.000"
"USEP","15 Jan 2019","33","106.45","0.00","6764.513","0.000"
"USEP","15 Jan 2019","34","106.43","0.00","6752.590","0.000"
"USEP","15 Jan 2019","35","103.73","0.00","6671.887","0.000"
"USEP","15 Jan 2019","36","98.78","0.00","6573.446","0.000"
"USEP","15 Jan 2019","37","97.62","0.00","6508.732","0.000"
"USEP","15 Jan 2019","38","99.16","0.00","6527.464","0.000"
"USEP","15 Jan 2019","39","99.16","0.00","6513.493","0.000"
"USEP","15 Jan 2019","40","98.79","0.00","6461.437","0.000"
"USEP","15 Jan 2019","41","98.82","0.00","6400.088","0.000"
"USEP","15 Jan 2019","42","107.87","0.00","6364.413","0.000"
"USEP","15 Jan 2019","43","112.21","0.00","6308.570","0.000"
"USEP","15 Jan 2019","44","115.76","0.00","6178.520","0.000"
"USEP","15 Jan 2019","45","107.79","0.00","6018.889","0.000"
"USEP","15 Jan 2019","46","97.49","0.00","5857.722","0.000"
"USEP","15 Jan 2019","47","92.34","0.00","5707.160","0.000"
"USEP","15 Jan 2019","48","90.08","0.00","5553.021","0.000"
"USEP","16 Jan 2019","1","92.32","0.00","5413.518","0.000"
"USEP","16 Jan 2019","2","88.68","0.00","5319.311","0.000"
"USEP","16 Jan 2019","3","82.05","0.00","5237.719","0.000"
"USEP","16 Jan 2019","4","81.05","0.00","5179.292","0.000"
"USEP","16 Jan 2019","5","87.84","0.00","5121.580","0.000"
"USEP","16 Jan 2019","6","82.45","0.00","5087.531","0.000"
"USEP","16 Jan 2019","7","81.00","0.00","5052.507","0.000"
"USEP","16 Jan 2019","8","80.63","0.00","5019.143","0.000"
"USEP","16 Jan 2019","9","80.63","0.00","5015.406","0.000"
"USEP","16 Jan 2019","10","80.64","0.00","5045.708","0.000"
"USEP","16 Jan 2019","11","88.45","0.00","5126.252","0.000"
"USEP","16 Jan 2019","12","81.04","0.00","5273.215","0.000"
"USEP","16 Jan 2019","13","93.25","0.00","5453.004","0.000"
"USEP","16 Jan 2019","14","103.53","0.00","5631.398","0.000"
"USEP","16 Jan 2019","15","102.47","0.00","5825.983","0.000"
"USEP","16 Jan 2019","16","104.47","0.00","6071.322","0.000"
"USEP","16 Jan 2019","17","109.55","0.00","6316.348","0.000"
"USEP","16 Jan 2019","18","108.61","0.00","6487.003","0.000"
"USEP","16 Jan 2019","19","105.39","0.00","6594.698","0.000"
"USEP","16 Jan 2019","20","106.42","0.00","6663.403","0.000"
"USEP","16 Jan 2019","21","112.87","0.00","6728.525","0.000"
"USEP","16 Jan 2019","22","114.83","0.00","6761.938","0.000"
"USEP","16 Jan 2019","23","106.42","0.00","6758.778","0.000"
"USEP","16 Jan 2019","24","105.42","0.00","6715.663","0.000"
"USEP","16 Jan 2019","25","102.43","0.00","6679.218","0.000"
"USEP","16 Jan 2019","26","99.64","0.00","6711.587","0.000"
"USEP","16 Jan 2019","27","102.67","0.00","6766.491","0.000"
"USEP","16 Jan 2019","28","103.57","0.00","6795.009","0.000"
"USEP","16 Jan 2019","29","103.65","0.00","6807.474","0.000"
"USEP","16 Jan 2019","30","103.57","0.00","6798.115","0.000"
"USEP","16 Jan 2019","31","104.86","0.00","6799.218","0.000"
"USEP","16 Jan 2019","32","103.97","0.00","6797.201","0.000"
"USEP","16 Jan 2019","33","103.65","0.00","6782.201","0.000"
"USEP","16 Jan 2019","34","100.85","0.00","6749.762","0.000"
"USEP","16 Jan 2019","35","98.69","0.00","6680.788","0.000"
"USEP","16 Jan 2019","36","96.49","0.00","6577.507","0.000"
"USEP","16 Jan 2019","37","108.85","0.00","6501.794","0.000"
"USEP","16 Jan 2019","38","108.87","0.00","6503.036","0.000"
"USEP","16 Jan 2019","39","109.57","0.00","6518.418","0.000"
"USEP","16 Jan 2019","40","106.14","0.00","6487.883","0.000"
"USEP","16 Jan 2019","41","105.02","0.00","6432.298","0.000"
"USEP","16 Jan 2019","42","106.91","0.00","6388.100","0.000"
"USEP","16 Jan 2019","43","104.90","0.00","6316.617","0.000"
"USEP","16 Jan 2019","44","100.87","0.00","6189.270","0.000"
"USEP","16 Jan 2019","45","95.17","0.00","6039.907","0.000"
"USEP","16 Jan 2019","46","87.81","0.00","5898.282","0.000"
"USEP","16 Jan 2019","47","87.80","0.00","5750.101","0.000"
"USEP","16 Jan 2019","48","82.75","0.00","5646.914","0.000"
"USEP","17 Jan 2019","1","94.59","0.00","5559.959","0.000"
"USEP","17 Jan 2019","2","91.01","0.00","5441.648","0.000"
"USEP","17 Jan 2019","3","88.50","0.00","5303.537","0.000"
"USEP","17 Jan 2019","4","83.23","0.00","5236.472","0.000"
"USEP","17 Jan 2019","5","87.56","0.00","5186.106","0.000"
"USEP","17 Jan 2019","6","82.35","0.00","5142.543","0.000"
"USEP","17 Jan 2019","7","81.25","0.00","5106.789","0.000"
"USEP","17 Jan 2019","8","81.10","0.00","5090.801","0.000"
"USEP","17 Jan 2019","9","81.10","0.00","5084.504","0.000"
"USEP","17 Jan 2019","10","81.15","0.00","5105.716","0.000"
"USEP","17 Jan 2019","11","83.20","0.00","5183.317","0.000"
"USEP","17 Jan 2019","12","83.22","0.00","5327.303","0.000"
"USEP","17 Jan 2019","13","90.80","0.00","5509.489","0.000"
"USEP","17 Jan 2019","14","88.63","0.00","5682.817","0.000"
"USEP","17 Jan 2019","15","85.94","0.00","5882.094","0.000"
"USEP","17 Jan 2019","16","92.74","0.00","6117.001","0.000"
"USEP","17 Jan 2019","17","96.43","0.00","6359.115","0.000"
"USEP","17 Jan 2019","18","96.38","0.00","6532.533","0.000"
"USEP","17 Jan 2019","19","96.94","0.00","6640.183","0.000"
"USEP","17 Jan 2019","20","98.64","0.00","6715.693","0.000"
"USEP","17 Jan 2019","21","103.51","0.00","6781.789","0.000"
"USEP","17 Jan 2019","22","104.79","0.00","6815.729","0.000"
"USEP","17 Jan 2019","23","104.80","0.00","6814.566","0.000"
"USEP","17 Jan 2019","24","100.64","0.00","6759.111","0.000"
"USEP","17 Jan 2019","25","100.41","0.00","6711.528","0.000"
"USEP","17 Jan 2019","26","100.63","0.00","6732.486","0.000"
"USEP","17 Jan 2019","27","102.63","0.00","6782.161","0.000"
"USEP","17 Jan 2019","28","103.65","0.00","6818.318","0.000"
"USEP","17 Jan 2019","29","103.65","0.00","6822.458","0.000"
"USEP","17 Jan 2019","30","103.64","0.00","6812.687","0.000"
"USEP","17 Jan 2019","31","104.00","0.00","6800.217","0.000"
"USEP","17 Jan 2019","32","103.54","0.00","6784.477","0.000"
"USEP","17 Jan 2019","33","102.50","0.00","6771.764","0.000"
"USEP","17 Jan 2019","34","100.63","0.00","6736.626","0.000"
"USEP","17 Jan 2019","35","97.00","0.00","6656.525","0.000"
"USEP","17 Jan 2019","36","95.59","0.00","6523.513","0.000"
"USEP","17 Jan 2019","37","91.79","0.00","6443.555","0.000"
"USEP","17 Jan 2019","38","94.53","0.00","6451.502","0.000"
"USEP","17 Jan 2019","39","96.46","0.00","6463.853","0.000"
"USEP","17 Jan 2019","40","96.32","0.00","6426.911","0.000"
"USEP","17 Jan 2019","41","94.60","0.00","6372.092","0.000"
"USEP","17 Jan 2019","42","95.77","0.00","6329.514","0.000"
"USEP","17 Jan 2019","43","93.58","0.00","6264.596","0.000"
"USEP","17 Jan 2019","44","89.76","0.00","6136.991","0.000"
"USEP","17 Jan 2019","45","87.82","0.00","5989.824","0.000"
"USEP","17 Jan 2019","46","84.95","0.00","5849.904","0.000"
"USEP","17 Jan 2019","47","87.77","0.00","5701.495","0.000"
"USEP","17 Jan 2019","48","81.74","0.00","5549.343","0.000"
"USEP","18 Jan 2019","1","83.91","0.00","5391.317","0.000"
